PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
0.436651612,0.223344979,0.147920148,0.089364796,0.042777408,0.034653016,0.02974256,0.023218061,0.016380316,0.014007861,0.009903948,0.009072053,0.006909877,0.005921367,0.005253371,0.00440562,0.003918508,0.002606893,0.002008591,0.001072044,0.000787183
